time	distance	eps	steps
1.409	5.02961	0.02	253
1.209	5.03634	0.02	253
1.356	5.07294	0.02	255
1.034	4.32478	0.02	218
1.261	5.21157	0.02	262
1.173	5.15295	0.02	259
1.107	4.79498	0.02	241
1.423	5.01271	0.02	252
1.192	5.09319	0.02	256
1.476	5.00295	0.02	252
1.301	4.85276	0.02	244
1.071	4.8458	0.02	244
1.88	5.18576	0.02	261
1.493	5.02612	0.02	253
1.236	4.74194	0.02	239
1.159	4.51149	0.02	227
1.553	4.89523	0.02	246
1.509	5.28868	0.02	266
1.163	5.05377	0.02	254
1.342	4.82549	0.02	243
1.641	5.23248	0.02	263
1.253	4.91736	0.02	247
1.159	4.66043	0.02	235
1.431	5.11339	0.02	257
1.147	5.06841	0.02	255
1.01	4.45228	0.02	224
1.335	4.99554	0.02	251
0.955	4.40164	0.02	222
1.716	4.53676	0.02	228
1.524	5.16772	0.02	260
1.1	4.70373	0.02	237
1.41	5.19301	0.02	261
1.378	4.99066	0.02	251
1.353	4.63691	0.02	233
1.47	4.39226	0.02	221
1.801	5.16986	0.02	260
1.624	4.76483	0.02	240
1.329	5.20234	0.02	262
1.421	5.01006	0.02	252
1.609	5.44266	0.02	274
1.232	4.81561	0.04	122
0.629	4.3157	0.04	109
0.6	4.68364	0.04	119
0.543	5.0509	0.04	128
0.551	4.77119	0.04	121
0.571	4.87248	0.04	123
0.895	5.29596	0.04	134
0.476	4.53169	0.04	115
0.536	5.0856	0.04	129
0.763	4.63107	0.04	117
0.518	4.68503	0.04	119
0.563	4.76376	0.04	121
0.661	4.79577	0.04	121
0.658	4.59225	0.04	116
0.692	4.81416	0.04	122
0.737	4.86588	0.04	123
0.916	4.50727	0.04	114
0.649	4.87124	0.04	123
0.694	4.5795	0.04	116
0.862	4.73022	0.04	120
0.65	5.42953	0.04	137
0.556	5.03122	0.04	127
0.804	5.5269	0.04	140
0.704	5.43183	0.04	137
0.427	4.73414	0.04	120
0.921	5.36858	0.04	136
0.537	4.67358	0.04	118
0.823	4.64934	0.04	118
0.573	4.33867	0.04	110
0.592	5.11296	0.04	129
0.554	4.38207	0.04	111
0.519	4.66152	0.04	118
0.43	4.71702	0.04	119
0.681	4.61343	0.04	117
0.509	4.80024	0.04	122
0.882	5.02106	0.04	127
0.788	5.38353	0.04	136
0.858	4.98357	0.04	126
0.55	4.99561	0.04	126
0.607	5.02857	0.04	127
0.306	4.41963	0.06	75
0.438	5.41035	0.06	92
0.273	4.73003	0.06	80
0.548	4.84095	0.06	82
0.459	5.52161	0.06	94
0.372	4.87881	0.06	83
0.588	4.71874	0.06	80
0.304	4.88231	0.06	83
0.46	4.77235	0.06	81
0.473	4.55334	0.06	77
0.483	5.29714	0.06	90
0.669	5.13544	0.06	87
0.571	5.14868	0.06	87
0.497	4.98874	0.06	85
0.37	4.51721	0.06	77
0.335	4.38763	0.06	75
0.376	4.85794	0.06	82
0.353	4.42245	0.06	75
0.279	4.37907	0.06	74
0.288	4.76163	0.06	81
0.33	4.29829	0.06	73
0.686	4.5643	0.06	78
0.673	5.13001	0.06	87
0.437	5.3879	0.06	91
0.538	5.23938	0.06	89
0.378	5.03665	0.06	85
0.51	5.53054	0.06	94
0.727	4.62666	0.06	79
0.34	4.64624	0.06	79
0.343	4.6951	0.06	80
0.522	5.06322	0.06	86
0.48	5.25057	0.06	89
0.437	5.01916	0.06	85
0.388	5.02059	0.06	85
0.484	5.41431	0.06	92
0.538	4.91358	0.06	83
0.46	5.39015	0.06	91
0.443	4.76864	0.06	81
0.475	4.58994	0.06	78
0.59	4.50169	0.06	77
0.47	5.21015	0.08	67
0.374	5.2627	0.08	67
0.452	5.71944	0.08	73
0.397	4.90501	0.08	63
0.339	4.40627	0.08	57
0.348	4.84637	0.08	62
0.49	5.16045	0.08	66
0.327	4.75067	0.08	61
0.288	4.63052	0.08	59
0.281	4.59983	0.08	59
0.309	4.74206	0.08	61
0.198	4.5258	0.08	58
0.448	5.10206	0.08	65
0.27	4.70995	0.08	60
0.242	4.60162	0.08	59
0.306	5.15175	0.08	66
0.469	4.59701	0.08	59
0.412	4.56144	0.08	59
0.324	4.30301	0.08	55
0.371	4.60429	0.08	59
0.366	4.74302	0.08	61
0.444	5.11318	0.08	65
0.284	4.84903	0.08	62
0.315	4.77468	0.08	61
0.328	5.13389	0.08	66
0.314	4.72198	0.08	61
0.346	4.77623	0.08	61
0.347	4.96563	0.08	64
0.258	5.27357	0.08	67
0.205	4.62463	0.08	59
0.557	4.35727	0.08	56
0.321	5.14631	0.08	66
0.403	5.03303	0.08	64
0.616	5.44926	0.08	70
0.287	5.08294	0.08	65
0.357	5.26875	0.08	67
0.442	5.04196	0.08	65
0.264	4.73983	0.08	61
0.42	4.75703	0.08	61
0.395	5.22764	0.08	67
0.505	4.70708	0.1	49
0.407	5.15678	0.1	53
0.279	4.46741	0.1	46
0.34	4.51248	0.1	47
0.452	4.86839	0.1	50
0.599	5.4732	0.1	56
0.283	4.85187	0.1	50
0.355	4.95107	0.1	51
0.219	4.35	0.1	45
0.327	5.04626	0.1	52
0.376	4.73066	0.1	49
0.303	4.70719	0.1	49
0.482	5.31193	0.1	55
0.404	5.90187	0.1	61
0.234	4.35852	0.1	45
0.271	4.3512	0.1	45
0.373	5.16313	0.1	53
0.273	4.34338	0.1	45
0.285	4.84195	0.1	50
0.4	4.73916	0.1	49
0.516	4.73885	0.1	49
0.341	4.67079	0.1	48
0.247	4.357	0.1	45
0.337	4.77258	0.1	49
0.268	4.62278	0.1	48
0.432	5.0725	0.1	52
0.27	4.34737	0.1	45
0.293	4.84293	0.1	50
0.223	4.52423	0.1	47
0.289	4.55435	0.1	47
0.282	4.47526	0.1	46
0.494	4.59345	0.1	47
0.347	4.76959	0.1	49
0.277	4.87067	0.1	50
0.264	4.45771	0.1	46
0.33	4.61997	0.1	48
0.273	4.7915	0.1	49
0.33	5.02037	0.1	52
0.277	4.54105	0.1	47
0.5	4.75269	0.1	49
0.226	4.97071	0.12	43
0.236	4.53969	0.12	39
0.308	4.57051	0.12	40
0.324	4.60397	0.12	40
0.26	4.68542	0.12	41
0.395	5.16808	0.12	45
0.254	4.6176	0.12	40
0.304	5.23436	0.12	45
0.372	5.79149	0.12	50
0.471	5.70432	0.12	49
0.268	5.1318	0.12	44
0.278	4.75565	0.12	41
0.285	5.05602	0.12	44
0.326	4.77417	0.12	41
0.163	4.43453	0.12	38
0.449	5.21741	0.12	45
0.448	5.71759	0.12	49
0.234	4.59766	0.12	40
0.275	4.76178	0.12	41
0.25	4.70303	0.12	41
0.291	4.89514	0.12	42
0.416	4.99249	0.12	43
0.289	5.19318	0.12	45
0.309	4.9094	0.12	42
0.325	4.65269	0.12	40
0.293	4.81751	0.12	42
0.274	4.4581	0.12	39
0.26	4.95832	0.12	43
0.44	5.23689	0.12	45
0.231	4.55167	0.12	39
0.246	4.4401	0.12	39
0.279	4.94288	0.12	43
0.269	4.79229	0.12	41
0.305	4.70972	0.12	41
0.232	4.56709	0.12	40
0.291	5.04311	0.12	44
0.266	4.79056	0.12	41
0.453	4.84547	0.12	42
0.413	5.43932	0.12	47
0.303	5.19406	0.12	45
0.336	4.63601	0.14	35
0.225	4.69264	0.14	35
0.196	4.43368	0.14	33
0.246	4.3534	0.14	33
0.361	4.97335	0.14	37
0.206	4.65772	0.14	35
0.182	4.89037	0.14	36
0.209	4.59674	0.14	34
0.212	4.87821	0.14	36
0.219	4.44824	0.14	33
0.21	4.53231	0.14	34
0.296	4.49825	0.14	34
0.461	5.68845	0.14	42
0.33	5.51377	0.14	41
0.187	4.52733	0.14	34
0.193	4.53084	0.14	34
0.354	4.59562	0.14	34
0.189	4.64542	0.14	35
0.291	4.62652	0.14	35
0.242	4.52157	0.14	34
0.67	4.83141	0.14	36
0.168	4.66371	0.14	35
0.246	4.72688	0.14	35
0.169	4.29355	0.14	32
0.297	5.0478	0.14	38
0.23	4.59499	0.14	34
0.243	4.61892	0.14	34
0.233	4.37002	0.14	33
0.258	4.7547	0.14	35
0.206	4.55798	0.14	34
0.113	4.33738	0.14	32
0.298	4.85517	0.14	36
0.194	4.37829	0.14	33
0.246	5.02318	0.14	37
0.264	4.44488	0.14	33
0.237	5.64898	0.14	42
0.301	5.03191	0.14	37
0.22	4.74697	0.14	35
0.241	4.39467	0.14	33
0.311	5.0047	0.14	37
0.138	4.32208	0.16	29
0.2	4.65108	0.16	31
0.204	5.05739	0.16	33
0.204	4.85804	0.16	32
0.367	6.14674	0.16	40
0.261	4.96532	0.16	33
0.279	5.40242	0.16	35
0.19	4.56233	0.16	30
0.247	4.8814	0.16	32
0.11	4.39766	0.16	29
0.282	6.1969	0.16	40
0.245	5.12784	0.16	34
0.29	4.44889	0.16	29
0.265	4.56055	0.16	30
0.287	5.61265	0.16	37
0.168	4.9875	0.16	33
0.35	5.03347	0.16	33
0.15	4.47194	0.16	29
0.152	4.54325	0.16	30
0.128	4.90503	0.16	32
0.162	4.82411	0.16	32
0.211	4.70379	0.16	31
0.154	4.59564	0.16	30
0.22	4.50339	0.16	30
0.229	4.96568	0.16	33
0.361	5.16364	0.16	34
0.173	4.50061	0.16	30
0.23	5.31512	0.16	35
0.259	5.03933	0.16	33
0.186	4.59859	0.16	30
0.45	6.08938	0.16	40
0.158	4.72808	0.16	31
0.168	4.49686	0.16	30
0.185	4.72224	0.16	31
0.225	5.03855	0.16	33
0.131	4.33122	0.16	29
0.487	6.31934	0.16	41
0.174	4.38827	0.16	29
0.249	4.71407	0.16	31
0.253	5.57583	0.16	36
0.152	4.39753	0.18	26
0.201	5.08328	0.18	30
0.169	5.16026	0.18	30
0.245	4.84462	0.18	28
0.159	4.51758	0.18	27
0.235	4.97477	0.18	29
0.236	5.23992	0.18	31
0.171	4.6563	0.18	27
0.166	4.3214	0.18	26
0.153	4.39721	0.18	26
0.199	4.71154	0.18	28
0.179	4.96847	0.18	29
0.17	4.7505	0.18	28
0.221	4.59708	0.18	27
0.169	4.5151	0.18	27
0.233	4.40692	0.18	26
0.121	4.34239	0.18	26
0.219	4.55669	0.18	27
0.349	5.01258	0.18	29
0.317	6.04948	0.18	35
0.122	4.42336	0.18	26
0.171	4.44113	0.18	26
0.258	4.60191	0.18	27
0.193	4.8546	0.18	28
0.261	4.65982	0.18	27
0.452	6.90138	0.18	40
0.105	4.47214	0.18	26
0.154	4.44631	0.18	26
0.126	4.62995	0.18	27
0.317	4.88979	0.18	29
0.25	4.80403	0.18	28
0.239	5.09036	0.18	30
0.197	5.54912	0.18	32
0.134	4.52942	0.18	27
0.161	4.61027	0.18	27
0.281	6.07156	0.18	35
0.245	4.69062	0.18	28
0.171	4.59902	0.18	27
0.154	4.4011	0.18	26
0.19	5.30675	0.18	31
0.148	4.67885	0.2	25
0.224	5.89333	0.2	31
0.173	4.51896	0.2	24
0.157	4.37145	0.2	23
0.107	4.56929	0.2	24
0.257	5.68344	0.2	30
0.27	4.87034	0.2	26
0.22	5.06102	0.2	27
0.189	5.06202	0.2	27
0.164	5.14615	0.2	27
0.185	4.39021	0.2	23
0.153	4.77879	0.2	25
0.171	4.74185	0.2	25
0.197	5.05687	0.2	27
0.174	4.59994	0.2	24
0.187	4.80256	0.2	26
0.193	5.43179	0.2	29
0.164	4.48556	0.2	24
0.273	5.23553	0.2	28
0.273	4.83351	0.2	26
0.397	5.91328	0.2	31
0.216	4.63419	0.2	25
0.485	6.4189	0.2	34
0.315	6.04634	0.2	32
0.202	4.81684	0.2	26
0.304	5.26555	0.2	28
0.219	4.87642	0.2	26
0.182	4.38347	0.2	23
0.25	4.47814	0.2	24
0.302	5.49084	0.2	29
0.171	4.65382	0.2	25
0.161	4.75321	0.2	25
0.194	4.74604	0.2	25
0.135	4.28415	0.2	23
0.203	4.59386	0.2	24
0.177	4.51798	0.2	24
0.151	4.50548	0.2	24
0.219	4.49463	0.2	24
0.173	4.80817	0.2	26
0.187	4.92318	0.2	26
0.209	5.18666	0.22	25
0.316	4.66445	0.22	23
0.164	4.56133	0.22	22
0.226	4.81892	0.22	23
0.226	5.13691	0.22	25
0.222	4.97117	0.22	24
0.217	4.97671	0.22	24
0.113	4.84933	0.22	24
0.173	4.82517	0.22	23
0.154	5.07354	0.22	25
0.156	4.56737	0.22	22
0.157	5.11139	0.22	25
0.109	4.35201	0.22	21
0.174	4.88547	0.22	24
0.261	4.67988	0.22	23
0.18	4.69897	0.22	23
0.189	4.83208	0.22	23
0.165	4.37075	0.22	21
0.198	4.8572	0.22	24
0.367	5.60344	0.22	27
0.198	4.99516	0.22	24
0.123	4.72934	0.22	23
0.271	5.20635	0.22	25
0.194	4.49018	0.22	22
0.2	5.42128	0.22	26
0.173	4.61192	0.22	22
0.127	4.4223	0.22	22
0.244	4.96529	0.22	24
0.229	4.74617	0.22	23
0.221	4.85017	0.22	24
0.218	5.40415	0.22	26
0.158	4.41362	0.22	22
0.208	4.90035	0.22	24
0.172	4.80475	0.22	23
0.19	4.88162	0.22	24
0.178	4.92772	0.22	24
0.128	4.35147	0.22	21
0.206	4.60511	0.22	22
0.143	4.30725	0.22	21
0.245	5.02985	0.22	24
0.093	4.40083	0.24	20
0.135	4.78265	0.24	21
0.157	4.98772	0.24	22
0.147	4.28505	0.24	19
0.173	4.869	0.24	22
0.527	6.21202	0.24	27
0.115	4.36801	0.24	20
0.209	4.78525	0.24	21
0.232	4.58169	0.24	21
0.143	4.38325	0.24	20
0.201	5.00339	0.24	22
0.151	4.74746	0.24	21
0.174	4.80931	0.24	22
0.14	4.59302	0.24	21
0.167	4.73333	0.24	21
